"","n_unique_temps","curve_ID","study_ID","species_ID","given_trait_name","Trait.Group","Trait.motivation","organization","curve_type","land_or_sea","abs_latitude","habitat_water","dataset_type","topt_TF","thermal_min_TF","thermal_max_TF","increasing_side_TF","decreasing_side_TF","n_unique_temps_capped"
"13",4,35,"1_0013","SP12","prey-capture-rate","Energy Aquisition","positive","interaction","batch-acclim","terrestrial",55.576349,"freshwater","unbounded_increasing",FALSE,FALSE,FALSE,TRUE,FALSE,"4"
"14",4,46,"1_0013","SP12","prey-capture-rate","Energy Aquisition","positive","interaction","batch-acclim","terrestrial",55.576349,"freshwater","unbounded_increasing",FALSE,FALSE,FALSE,TRUE,FALSE,"4"
"15",4,57,"1_0013","SP12","prey-capture-rate","Energy Aquisition","positive","interaction","batch-acclim","terrestrial",55.576349,"freshwater","unbounded_increasing",FALSE,FALSE,FALSE,TRUE,FALSE,"4"
"16",4,68,"1_0013","SP12","prey-capture-rate","Energy Aquisition","positive","interaction","batch-acclim","terrestrial",55.576349,"freshwater","unbounded_increasing",FALSE,FALSE,FALSE,TRUE,FALSE,"4"
"17",4,79,"1_0013","SP12","prey-capture-rate","Energy Aquisition","positive","interaction","batch-acclim","terrestrial",55.576349,"freshwater","unbounded_increasing",FALSE,FALSE,FALSE,TRUE,FALSE,"4"
"18",4,101,"1_0013","SP13","prey-capture-rate","Energy Aquisition","positive","interaction","batch-acclim","terrestrial",55.576349,"freshwater","unbounded_increasing",FALSE,FALSE,FALSE,TRUE,FALSE,"4"
"19",4,112,"1_0013","SP13","prey-capture-rate","Energy Aquisition","positive","interaction","batch-acclim","terrestrial",55.576349,"freshwater","unbounded_increasing",FALSE,FALSE,FALSE,TRUE,FALSE,"4"
"20",4,123,"1_0013","SP13","prey-capture-rate","Energy Aquisition","positive","interaction","batch-acclim","terrestrial",55.576349,"freshwater","unbounded_increasing",FALSE,FALSE,FALSE,TRUE,FALSE,"4"
"21",4,134,"1_0013","SP13","prey-capture-rate","Energy Aquisition","positive","interaction","batch-acclim","terrestrial",55.576349,"freshwater","unbounded_increasing",FALSE,FALSE,FALSE,TRUE,FALSE,"4"
"22",4,145,"1_0013","SP13","prey-capture-rate","Energy Aquisition","positive","interaction","batch-acclim","terrestrial",55.576349,"freshwater","unbounded_increasing",FALSE,FALSE,FALSE,TRUE,FALSE,"4"
"23",4,156,"1_0013","SP13","prey-capture-rate","Energy Aquisition","positive","interaction","batch-acclim","terrestrial",55.576349,"freshwater","unbounded_increasing",FALSE,FALSE,FALSE,TRUE,FALSE,"4"
"24",4,90,"1_0013","SP12","routine-swimming-speed","Locomotion","voluntary","individual","batch-acclim","terrestrial",55.576349,"freshwater","unbounded_increasing",FALSE,FALSE,FALSE,TRUE,FALSE,"4"
"25",4,167,"1_0013","SP13","routine-swimming-speed","Locomotion","voluntary","individual","batch-acclim","terrestrial",55.576349,"freshwater","unbounded_increasing",FALSE,FALSE,FALSE,TRUE,FALSE,"4"
"26",7,211,"1_0019","SP19","burst-swim-speed","Locomotion","negative","individual","acute-change","oceanic",27.6,"marine","topt",TRUE,FALSE,FALSE,FALSE,FALSE,"7+"
"27",7,234,"1_0019","SP19","mating-attempt-rate","Reproduction","positive","population","acute-change","oceanic",27.6,"marine","unbounded_increasing",FALSE,FALSE,FALSE,TRUE,FALSE,"7+"
"28",7,223,"1_0019","SP19","mating-rate","Reproduction","positive","population","acute-change","oceanic",27.6,"marine","irregular",FALSE,FALSE,FALSE,FALSE,FALSE,"7+"
"29",7,178,"1_0019","SP19","mating-efficiency","Reproduction","positive","population","acute-change","oceanic",27.6,"marine","irregular",FALSE,FALSE,FALSE,FALSE,FALSE,"7+"
"30",7,189,"1_0019","SP19","mating-rate","Reproduction","positive","population","acute-change","oceanic",27.6,"marine","irregular",FALSE,FALSE,FALSE,FALSE,FALSE,"7+"
"31",6,200,"1_0019","SP19","maximum-approach-to-female-speed","Reproduction","positive","population","acute-change","oceanic",27.6,"marine","topt",TRUE,FALSE,FALSE,FALSE,FALSE,"6"
"32",5,245,"1_0031","SP30","prey-consumption","Energy Aquisition","positive","interaction","acute-change","terrestrial",32.005917,"brackish","unbounded_increasing",FALSE,FALSE,FALSE,TRUE,FALSE,"5"
"33",9,256,"1_0033","SP33","specific-growth-rate-length","Somatic Growth","autonomic","individual","batch-acclim","terrestrial",45.077397,"freshwater","full_curve",TRUE,TRUE,TRUE,TRUE,TRUE,"7+"
"34",9,278,"1_0033","SP33","specific-growth-rate-mass","Somatic Growth","autonomic","individual","batch-acclim","terrestrial",45.077397,"freshwater","topt",TRUE,FALSE,FALSE,FALSE,FALSE,"7+"
"35",9,267,"1_0033","SP33","otolith-specific-growth-rate","Somatic Growth","autonomic","individual","batch-acclim","terrestrial",45.077397,"freshwater","topt",TRUE,FALSE,FALSE,FALSE,FALSE,"7+"
"36",5,353,"1_0037","SP13","routine-swimming-speed","Locomotion","voluntary","individual","acute-change","terrestrial",48.598197,"freshwater","irregular",FALSE,FALSE,FALSE,FALSE,FALSE,"5"
"37",5,332,"1_0037","SP13","routine-swimming-speed","Locomotion","voluntary","individual","acute-change","terrestrial",48.598197,"freshwater","irregular",FALSE,FALSE,FALSE,FALSE,FALSE,"5"
"38",5,355,"1_0037","SP13","routine-swimming-speed","Locomotion","voluntary","individual","acute-change","terrestrial",48.598197,"freshwater","irregular",FALSE,FALSE,FALSE,FALSE,FALSE,"5"
"39",5,352,"1_0037","SP13","routine-swimming-speed","Locomotion","voluntary","individual","acute-change","terrestrial",48.598197,"freshwater","unbounded_increasing",FALSE,FALSE,FALSE,TRUE,FALSE,"5"
"40",5,354,"1_0037","SP13","routine-swimming-speed","Locomotion","voluntary","individual","acute-change","terrestrial",48.598197,"freshwater","irregular",FALSE,FALSE,FALSE,FALSE,FALSE,"5"
"41",5,344,"1_0037","SP13","routine-swimming-speed","Locomotion","voluntary","individual","acute-change","terrestrial",48.598197,"freshwater","unbounded_increasing",FALSE,FALSE,FALSE,TRUE,FALSE,"5"
"42",6,289,"1_0037","SP13","specific-growth-rate-mass","Somatic Growth","autonomic","individual","acute-change","terrestrial",48.598197,"freshwater","left_bound_withopt",TRUE,TRUE,FALSE,TRUE,FALSE,"6"
"43",6,300,"1_0037","SP13","specific-growth-rate-mass","Somatic Growth","autonomic","individual","acute-change","terrestrial",48.598197,"freshwater","left_bound_withopt",TRUE,TRUE,FALSE,TRUE,FALSE,"6"
"44",6,311,"1_0037","SP13","specific-growth-rate-mass","Somatic Growth","autonomic","individual","acute-change","terrestrial",48.598197,"freshwater","left_bound_withopt",TRUE,TRUE,FALSE,TRUE,FALSE,"6"
"45",6,359,"1_0037","SP13","specific-growth-rate-mass","Somatic Growth","autonomic","individual","batch-acclim","terrestrial",48.598197,"freshwater","full_curve",TRUE,TRUE,TRUE,TRUE,TRUE,"6"
"46",6,356,"1_0037","SP13","conversion-efficiency","Energy Aquisition","autonomic","internal","batch-acclim","terrestrial",48.598197,"freshwater","irregular",FALSE,FALSE,FALSE,FALSE,FALSE,"6"
"47",5,357,"1_0037","SP13","conversion-efficiency","Energy Aquisition","autonomic","internal","batch-acclim","terrestrial",48.598197,"freshwater","irregular",FALSE,FALSE,FALSE,FALSE,FALSE,"5"
"48",4,358,"1_0037","SP13","conversion-efficiency","Energy Aquisition","autonomic","internal","batch-acclim","terrestrial",48.598197,"freshwater","irregular",FALSE,FALSE,FALSE,FALSE,FALSE,"4"
"49",6,362,"1_0038","SP38","specific-growth-rate-mass","Somatic Growth","autonomic","individual","batch-acclim","oceanic",64.4,"marine","topt",TRUE,FALSE,FALSE,FALSE,FALSE,"6"
"50",6,360,"1_0038","SP38","growth-efficiency","Somatic Growth","autonomic","internal","batch-acclim","oceanic",64.4,"marine","unbounded_decreasing",FALSE,FALSE,FALSE,FALSE,TRUE,"6"
"51",4,363,"1_0040","SP40","specific-growth-rate-mass","Somatic Growth","autonomic","individual","batch-acclim","oceanic",39.446575,"brackish","right_bound",FALSE,FALSE,TRUE,FALSE,TRUE,"4"
"52",4,364,"1_0040","SP40","survival","Survival","autonomic","population","batch-acclim","oceanic",39.446575,"brackish","irregular",FALSE,FALSE,FALSE,FALSE,FALSE,"4"
"53",5,369,"2_0001","SP42","maximum-swimming-speed","Locomotion","negative","individual","acute-change","terrestrial",42.3,"freshwater","topt",TRUE,FALSE,FALSE,FALSE,FALSE,"5"
"54",5,368,"2_0001","SP42","maximum-swimming-speed","Locomotion","negative","individual","acute-change","terrestrial",42.3,"freshwater","topt",TRUE,FALSE,FALSE,FALSE,FALSE,"5"
"55",5,365,"2_0001","SP42","tail-beat-frequency","Locomotion","negative","individual","acute-change","terrestrial",42.3,"freshwater","topt",TRUE,FALSE,FALSE,FALSE,FALSE,"5"
"56",5,367,"2_0001","SP42","maximum-swimming-speed","Locomotion","negative","individual","acute-change","terrestrial",42.3,"freshwater","topt",TRUE,FALSE,FALSE,FALSE,FALSE,"5"
"57",5,366,"2_0001","SP42","maximum-swimming-speed","Locomotion","negative","individual","acute-change","terrestrial",42.3,"freshwater","topt",TRUE,FALSE,FALSE,FALSE,FALSE,"5"
"58",5,370,"2_0001","SP42","pectoral-beat-frequency","Locomotion","negative","individual","acute-change","terrestrial",42.3,"freshwater","topt",TRUE,FALSE,FALSE,FALSE,FALSE,"5"
"59",4,371,"2_0002","SP43","maximum-swimming-speed","Locomotion","negative","individual","batch-acclim","oceanic",35.072728,"marine","unbounded_increasing",FALSE,FALSE,FALSE,TRUE,FALSE,"4"
"60",4,373,"2_0002","SP43","tail-beat-frequency","Locomotion","negative","individual","batch-acclim","oceanic",35.072728,"marine","unbounded_increasing",FALSE,FALSE,FALSE,TRUE,FALSE,"4"
"61",4,374,"2_0004","SP44","critical-swimming-speed","Locomotion","negative","individual","batch-acclim","terrestrial",44.205442,"freshwater","unbounded_increasing",FALSE,FALSE,FALSE,TRUE,FALSE,"4"
"62",6,376,"2_0005","SP45","critical-swimming-speed","Locomotion","negative","individual","batch-acclim","oceanic",42.91278,"marine","irregular",FALSE,FALSE,FALSE,FALSE,FALSE,"6"
"63",6,375,"2_0005","SP45","critical-swimming-speed","Locomotion","negative","individual","batch-acclim","oceanic",31.12528,"marine","topt",TRUE,FALSE,FALSE,FALSE,FALSE,"6"
"64",4,377,"2_0007","SP47","critical-swimming-speed","Locomotion","negative","individual","batch-acclim","terrestrial",31.504613,"freshwater","topt",TRUE,FALSE,FALSE,FALSE,FALSE,"4"
"65",4,378,"2_0007","SP47","tail-beat-frequency","Locomotion","negative","individual","batch-acclim","terrestrial",31.504613,"freshwater","irregular",FALSE,FALSE,FALSE,FALSE,FALSE,"4"
"66",5,379,"2_0008","SP48","constant-acceleration","Locomotion","negative","individual","batch-acclim","terrestrial",29.555838,"freshwater","topt",TRUE,FALSE,FALSE,FALSE,FALSE,"5"
"67",5,382,"2_0008","SP48","repeat-constant-acceleration","Locomotion","negative","individual","batch-acclim","terrestrial",29.555838,"freshwater","topt",TRUE,FALSE,FALSE,FALSE,FALSE,"5"
"68",5,381,"2_0008","SP48","recovery-ratio","Locomotion","autonomic","individual","batch-acclim","terrestrial",29.555838,"freshwater","unbounded_decreasing",FALSE,FALSE,FALSE,FALSE,TRUE,"5"
"69",5,380,"2_0008","SP48","excess-post-excercise-oxygen-consumption","Metabolism","voluntary","internal","batch-acclim","terrestrial",29.555838,"freshwater","topt",TRUE,FALSE,FALSE,FALSE,FALSE,"5"
"70",5,384,"2_0008","SP48","repeat-excess-post-excercise-oxygen-consumption","Metabolism","negative","internal","batch-acclim","terrestrial",29.555838,"freshwater","irregular",FALSE,FALSE,FALSE,FALSE,FALSE,"5"
"71",6,385,"2_0009","SP49","specific-growth-rate-mass","Somatic Growth","autonomic","individual","batch-acclim","terrestrial",42.397823,"freshwater","topt",TRUE,FALSE,FALSE,FALSE,FALSE,"6"
"72",5,387,"2_0012","SP53","specific-growth-rate-mass","Somatic Growth","autonomic","individual","batch-acclim","terrestrial",40.17,"freshwater","full_curve",TRUE,TRUE,TRUE,TRUE,TRUE,"5"
"73",5,389,"2_0012","SP79","specific-growth-rate-mass","Somatic Growth","autonomic","individual","batch-acclim","terrestrial",40.541,"freshwater","full_curve",TRUE,TRUE,TRUE,TRUE,TRUE,"5"
"74",5,386,"2_0012","SP53","specific-growth-rate-mass","Somatic Growth","autonomic","individual","batch-acclim","terrestrial",40.256,"freshwater","full_curve",TRUE,TRUE,TRUE,TRUE,TRUE,"5"
"75",5,388,"2_0012","SP53","specific-growth-rate-mass","Somatic Growth","autonomic","individual","batch-acclim","terrestrial",39.986,"freshwater","full_curve",TRUE,TRUE,TRUE,TRUE,TRUE,"5"
"76",6,396,"2_0015","SP55","standardized-growth","Somatic Growth","autonomic","individual","batch-acclim","terrestrial",68.77257,"freshwater","left_bound_withopt",TRUE,TRUE,FALSE,TRUE,FALSE,"6"
"77",6,397,"2_0015","SP55","standardized-growth","Somatic Growth","autonomic","individual","batch-acclim","terrestrial",63.866667,"freshwater","topt",TRUE,FALSE,FALSE,FALSE,FALSE,"6"
"78",6,395,"2_0015","SP55","standardized-growth","Somatic Growth","autonomic","individual","batch-acclim","terrestrial",62.924245,"freshwater","topt",TRUE,FALSE,FALSE,FALSE,FALSE,"6"
"79",6,398,"2_0015","SP55","standardized-growth","Somatic Growth","autonomic","individual","batch-acclim","terrestrial",58.355366,"freshwater","left_bound_withopt",TRUE,TRUE,FALSE,TRUE,FALSE,"6"
"80",6,391,"2_0015","SP55","standardised-energy-intake","Energy Aquisition","positive","individual","batch-acclim","terrestrial",68.75,"freshwater","left_bound_withopt",TRUE,TRUE,FALSE,TRUE,FALSE,"6"
"81",6,392,"2_0015","SP55","standardised-energy-intake","Energy Aquisition","positive","individual","batch-acclim","terrestrial",63.866667,"freshwater","topt",TRUE,FALSE,FALSE,FALSE,FALSE,"6"
"82",6,390,"2_0015","SP55","standardised-energy-intake","Energy Aquisition","positive","individual","batch-acclim","terrestrial",62.916667,"freshwater","topt",TRUE,FALSE,FALSE,FALSE,FALSE,"6"
"83",6,393,"2_0015","SP55","standardised-energy-intake","Energy Aquisition","positive","individual","batch-acclim","terrestrial",58.416667,"freshwater","left_bound_withopt",TRUE,TRUE,FALSE,TRUE,FALSE,"6"
"84",4,400,"2_0017","SP56","tank-specific-growth-rate","Somatic Growth","autonomic","individual","batch-acclim","oceanic",70.382985,"marine","right_bound_withopt",TRUE,FALSE,TRUE,FALSE,TRUE,"4"
"85",4,399,"2_0017","SP56","specific-growth-rate-mass","Somatic Growth","autonomic","individual","batch-acclim","oceanic",70.382985,"marine","right_bound_withopt",TRUE,FALSE,TRUE,FALSE,TRUE,"4"
"86",5,402,"2_0017","SP57","tank-specific-growth-rate","Somatic Growth","autonomic","individual","batch-acclim","oceanic",70.382985,"marine","left_bound_withopt",TRUE,TRUE,FALSE,TRUE,FALSE,"5"
"87",5,401,"2_0017","SP57","specific-growth-rate-mass","Somatic Growth","autonomic","individual","batch-acclim","oceanic",70.382985,"marine","left_bound_withopt",TRUE,TRUE,FALSE,TRUE,FALSE,"5"
"88",5,404,"2_0017","SP58","tank-specific-growth-rate","Somatic Growth","autonomic","individual","batch-acclim","oceanic",57.822,"marine","full_curve",TRUE,TRUE,TRUE,TRUE,TRUE,"5"
"89",5,403,"2_0017","SP58","specific-growth-rate-mass","Somatic Growth","autonomic","individual","batch-acclim","oceanic",57.822,"marine","full_curve",TRUE,TRUE,TRUE,TRUE,TRUE,"5"
"90",5,407,"2_0017","SP59","tank-specific-growth-rate","Somatic Growth","autonomic","individual","batch-acclim","oceanic",48.135,"marine","full_curve",TRUE,TRUE,TRUE,TRUE,TRUE,"5"
"91",5,406,"2_0017","SP59","specific-growth-rate-mass","Somatic Growth","autonomic","individual","batch-acclim","oceanic",48.135,"marine","full_curve",TRUE,TRUE,TRUE,TRUE,TRUE,"5"
"92",4,408,"2_0018","SP60","consumption-rate","Energy Aquisition","positive","interaction","batch-acclim","terrestrial",61.6,"freshwater","topt",TRUE,FALSE,FALSE,FALSE,FALSE,"4"
"93",4,409,"2_0018","SP60","consumption-rate","Energy Aquisition","positive","interaction","batch-acclim","terrestrial",61.6,"freshwater","topt",TRUE,FALSE,FALSE,FALSE,FALSE,"4"
"94",4,8,"2_0020","SP61","weight-gained","Somatic Growth","autonomic","individual","batch-acclim","terrestrial",4.1,"freshwater","irregular",FALSE,FALSE,FALSE,FALSE,FALSE,"4"
"95",5,7,"2_0020","SP61","survival","Survival","autonomic","population","batch-acclim","terrestrial",4.1,"freshwater","left_bound_withopt",TRUE,TRUE,FALSE,TRUE,FALSE,"5"
"96",5,9,"2_0021","SP15","gonadosomatic-index","Reproduction","autonomic","population","batch-acclim","oceanic",32.706009,"marine","unbounded_decreasing",FALSE,FALSE,FALSE,FALSE,TRUE,"5"
"97",4,4,"2_0019","SP56","critical-swimming-speed","Locomotion","negative","individual","batch-acclim","oceanic",79,"marine","irregular",FALSE,FALSE,FALSE,FALSE,FALSE,"4"
"98",4,3,"2_0019","SP56","critical-swimming-speed","Locomotion","negative","individual","batch-acclim","oceanic",79,"marine","irregular",FALSE,FALSE,FALSE,FALSE,FALSE,"4"
"99",4,6,"2_0019","SP56","u-gait","Locomotion","negative","individual","batch-acclim","oceanic",79,"marine","unbounded_increasing",FALSE,FALSE,FALSE,TRUE,FALSE,"4"
"100",4,5,"2_0019","SP56","u-gait","Locomotion","negative","individual","batch-acclim","oceanic",79,"marine","unbounded_increasing",FALSE,FALSE,FALSE,TRUE,FALSE,"4"
"101",4,415,"2_0019","SP56","resting-metabolism","Metabolism","autonomic","internal","batch-acclim","oceanic",79,"marine","unbounded_increasing",FALSE,FALSE,FALSE,TRUE,FALSE,"4"
"102",4,414,"2_0019","SP56","resting-metabolism","Metabolism","autonomic","internal","batch-acclim","oceanic",79,"marine","unbounded_increasing",FALSE,FALSE,FALSE,TRUE,FALSE,"4"
"103",4,413,"2_0019","SP56","maximum-metabolism","Metabolism","negative","internal","batch-acclim","oceanic",79,"marine","unbounded_increasing",FALSE,FALSE,FALSE,TRUE,FALSE,"4"
"104",4,412,"2_0019","SP56","maximum-metabolism","Metabolism","negative","internal","batch-acclim","oceanic",79,"marine","unbounded_increasing",FALSE,FALSE,FALSE,TRUE,FALSE,"4"
"105",4,411,"2_0019","SP56","aerobic-scope","Metabolism","voluntary","internal","batch-acclim","oceanic",79,"marine","unbounded_increasing",FALSE,FALSE,FALSE,TRUE,FALSE,"4"
"106",4,410,"2_0019","SP56","aerobic-scope","Metabolism","voluntary","internal","batch-acclim","oceanic",79,"marine","topt",TRUE,FALSE,FALSE,FALSE,FALSE,"4"
"107",4,10,"2_0022","SP32","routine-swimming-speed","Locomotion","voluntary","individual","batch-acclim","oceanic",23.441133,"marine","topt",TRUE,FALSE,FALSE,FALSE,FALSE,"4"
"108",4,11,"2_0022","SP32","routine-swimming-speed","Locomotion","voluntary","individual","batch-acclim","oceanic",14.221809,"marine","unbounded_decreasing",FALSE,FALSE,FALSE,FALSE,TRUE,"4"
"109",4,14,"2_0023","SP62","specific-growth-rate-mass","Somatic Growth","autonomic","individual","batch-acclim","terrestrial",45.7,"freshwater","right_bound_withopt",TRUE,FALSE,TRUE,FALSE,TRUE,"4"
"110",4,12,"2_0023","SP62","aerobic-scope","Metabolism","voluntary","internal","batch-acclim","terrestrial",45.7,"freshwater","irregular",FALSE,FALSE,FALSE,FALSE,FALSE,"4"
"111",5,15,"2_0024","SP63","specific-growth-rate-mass","Somatic Growth","autonomic","individual","batch-acclim","terrestrial",46.7,"freshwater","left_bound_withopt",TRUE,TRUE,FALSE,TRUE,FALSE,"5"
"112",5,17,"2_0026","SP65","specific-growth-rate-mass","Somatic Growth","autonomic","individual","batch-acclim","oceanic",33.5,"brackish","unbounded_increasing",FALSE,FALSE,FALSE,TRUE,FALSE,"5"
"113",4,38,"2_0029","SP67","consumption-rate","Energy Aquisition","positive","interaction","batch-acclim","oceanic",62.18291,"marine","topt",TRUE,FALSE,FALSE,FALSE,FALSE,"4"
"114",4,39,"2_0029","SP67","consumption-rate","Energy Aquisition","positive","interaction","batch-acclim","oceanic",62.18291,"marine","unbounded_decreasing",FALSE,FALSE,FALSE,FALSE,TRUE,"4"
"115",4,40,"2_0029","SP67","consumption-rate","Energy Aquisition","positive","interaction","batch-acclim","oceanic",62.18291,"marine","topt",TRUE,FALSE,FALSE,FALSE,FALSE,"4"
"116",5,44,"2_0029","SP67","survival","Survival","autonomic","population","batch-acclim","oceanic",62.18291,"marine","right_bound",FALSE,FALSE,TRUE,FALSE,TRUE,"5"
"117",5,45,"2_0029","SP67","survival","Survival","autonomic","population","batch-acclim","oceanic",62.18291,"marine","unbounded_decreasing",FALSE,FALSE,FALSE,FALSE,TRUE,"5"
"118",5,47,"2_0029","SP67","survival","Survival","autonomic","population","batch-acclim","oceanic",62.18291,"marine","right_bound",FALSE,FALSE,TRUE,FALSE,TRUE,"5"
"119",4,31,"2_0029","SP67","absorption-efficiency","Energy Aquisition","autonomic","internal","batch-acclim","oceanic",62.18291,"marine","irregular",FALSE,FALSE,FALSE,FALSE,FALSE,"4"
"120",4,32,"2_0029","SP67","absorption-efficiency","Energy Aquisition","autonomic","internal","batch-acclim","oceanic",62.18291,"marine","irregular",FALSE,FALSE,FALSE,FALSE,FALSE,"4"
"121",4,33,"2_0029","SP67","absorption-efficiency","Energy Aquisition","autonomic","internal","batch-acclim","oceanic",62.18291,"marine","irregular",FALSE,FALSE,FALSE,FALSE,FALSE,"4"
"122",4,34,"2_0029","SP67","absorption-rate","Energy Aquisition","autonomic","internal","batch-acclim","oceanic",62.18291,"marine","unbounded_decreasing",FALSE,FALSE,FALSE,FALSE,TRUE,"4"
"123",4,36,"2_0029","SP67","absorption-rate","Energy Aquisition","autonomic","internal","batch-acclim","oceanic",62.18291,"marine","unbounded_decreasing",FALSE,FALSE,FALSE,FALSE,TRUE,"4"
"124",4,37,"2_0029","SP67","absorption-rate","Energy Aquisition","autonomic","internal","batch-acclim","oceanic",62.18291,"marine","unbounded_decreasing",FALSE,FALSE,FALSE,FALSE,TRUE,"4"
"125",4,41,"2_0029","SP67","routine-metabolism","Metabolism","autonomic","internal","batch-acclim","oceanic",62.18291,"marine","unbounded_increasing",FALSE,FALSE,FALSE,TRUE,FALSE,"4"
"126",4,42,"2_0029","SP67","routine-metabolism","Metabolism","autonomic","internal","batch-acclim","oceanic",62.18291,"marine","unbounded_increasing",FALSE,FALSE,FALSE,TRUE,FALSE,"4"
"127",4,43,"2_0029","SP67","routine-metabolism","Metabolism","autonomic","internal","batch-acclim","oceanic",62.18291,"marine","unbounded_increasing",FALSE,FALSE,FALSE,TRUE,FALSE,"4"
"128",4,48,"2_0029","SP67","scope-for-growth","Metabolism","voluntary","internal","batch-acclim","oceanic",62.18291,"marine","unbounded_decreasing",FALSE,FALSE,FALSE,FALSE,TRUE,"4"
"129",4,49,"2_0029","SP67","scope-for-growth","Metabolism","voluntary","internal","batch-acclim","oceanic",62.18291,"marine","right_bound",FALSE,FALSE,TRUE,FALSE,TRUE,"4"
"130",4,50,"2_0029","SP67","scope-for-growth","Metabolism","voluntary","internal","batch-acclim","oceanic",62.18291,"marine","right_bound",FALSE,FALSE,TRUE,FALSE,TRUE,"4"
"131",7,53,"2_0031","SP60","consumption-rate","Energy Aquisition","positive","interaction","batch-acclim","terrestrial",47.65,"freshwater","topt",TRUE,FALSE,FALSE,FALSE,FALSE,"7+"
"132",8,54,"2_0031","SP60","specific-growth-rate-length","Somatic Growth","autonomic","individual","batch-acclim","terrestrial",47.65,"freshwater","topt",TRUE,FALSE,FALSE,FALSE,FALSE,"7+"
"133",8,55,"2_0031","SP60","survival","Survival","autonomic","population","batch-acclim","terrestrial",47.65,"freshwater","unbounded_decreasing",FALSE,FALSE,FALSE,FALSE,TRUE,"7+"
"134",4,82,"2_0039","SP77","proportion-hatched","Reproduction","autonomic","population","acute-change","terrestrial",37.523924,"freshwater","left_bound",FALSE,TRUE,FALSE,TRUE,FALSE,"4"
"135",5,83,"2_0040","SP78","critical-swimming-speed","Locomotion","negative","individual","batch-acclim","terrestrial",43.910066,"freshwater","topt",TRUE,FALSE,FALSE,FALSE,FALSE,"5"
"136",4,89,"2_0041","SP80","maximum-swimming-speed","Locomotion","negative","individual","acute-change","oceanic",55.7,"marine","topt",TRUE,FALSE,FALSE,FALSE,FALSE,"4"
"137",4,88,"2_0041","SP80","maximum-swimming-speed","Locomotion","negative","individual","acute-change","oceanic",55.7,"marine","topt",TRUE,FALSE,FALSE,FALSE,FALSE,"4"
"138",4,96,"2_0041","SP81","maximum-swimming-speed","Locomotion","negative","individual","acute-change","oceanic",56.346025,"marine","topt",TRUE,FALSE,FALSE,FALSE,FALSE,"4"
"139",4,95,"2_0041","SP81","maximum-swimming-speed","Locomotion","negative","individual","acute-change","oceanic",56.346025,"marine","unbounded_increasing",FALSE,FALSE,FALSE,TRUE,FALSE,"4"
"140",4,87,"2_0041","SP80","max-acceleration-escape-response","Locomotion","negative","individual","acute-change","oceanic",55.7,"marine","topt",TRUE,FALSE,FALSE,FALSE,FALSE,"4"
