"","curve_ID","species_ID","study_ID","habitat_water","given_trait_name","Trait.Group","Trait.motivation","organization","test_temp","n_unique_temps","response_value","response_unit","curve_type","response_sample_type","raw_response_type","cohort_ID","individual_ID","sex","metric_body_length","mean_body_length","individual_body_length","body_length_units","mean_body_length_error","mean_body_length_error_units","min_body_length","max_body_length","individual_body_mass","mean_body_mass","body_mass_units","mean_body_mass_error","mean_body_mass_upper_error","mean_body_mass_lower_error","mean_body_mass_error_units","body_mass_min","body_mass_max","initial_mean_body_length","initial_mean_body_length_unit","initial_mean_body_length_error","initial_mean_body_length_error_unit","initial_mean_body_mass","initial_mean_body_mass_unit","initial_mean_body_mass_error","initial_mean_body_mass_error_unit","body_mass_type","mean_age","mean_age_unit","mean_age_error","mean_age_error_unit","number_of_fish_per_tank","number_of_observations_on_which_the_reported_mean_and_error_is_calculated","number_of_independent_replicates_of_treatment_temperature..this.will.be.1.if.pseudoreplicated.or.every.tank.was.entered.on.a.separate.line.","notes_about_sample_size_and_replication","percent_survival","percent_survival_error","percent_survival_error_unit","initial_sample_size","final_sample_size","acclim_time_total_days","acclim_time_min_days","acclim_time_max_days","acclim_time_median","post_acclim_exposure_duration","post_acclim_exposure_duration_unit","duration_of_study_days","acclim_time_error","acclim_time_error_unit","acclim_temp","acclim_temp_error","acclim_temp_error_unit","test_temp_error","test_temp_error_unit","temp_units","life_stage_manip","life_stage_tested","experiment_design_notes","treatment_1_type","treatment_1_group","treatment_1_group_units","treatment_1_group_error","treatment_1_group_error_units","treatment_2_type","treatment_2_group","treatment_2_group_units","treatment_2_group_error","treatment_2_group_error_units","response_mode","equation_used","response_error","response_upper_error","response_lower_error","response_error_unit","latitude","longitude","lat_long_units","lat_long_method","collection_site","habitat","habitat_source","land_or_sea","abs_latitude","notes_while_extracting","data_source","fig_file_name","extraction_method","data_type","animal_maintenance_notes","field_or_lab"
"720",86,"SP80","2_0041","marine","max-acceleration-escape-response","Locomotion","negative","individual",15,4,79.74,"s^-2","acute-change","mean","maximum-length-specific-acceleration","2_0041-A",NA,NA,"total-length","157.2",NA,"mm","2.7","SE",NA,NA,NA,"59.2","g","3.400",NA,NA,"SE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"wet",NA,NA,NA,NA,"9","9","1",NA,NA,NA,NA,NA,NA,"42",NA,NA,NA,NA,NA,NA,NA,NA,"5","0.5","SD",NA,NA,"C","adult","adult",NA,"Acclimation","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"86.23","72.32","SEM",55.7,-4.9,"decimal-degrees","estimated","Fife coast and Isle of Cumbrae, Scotland","intertidal","source","oceanic",55.7,"escape responses were filmed after tactile stimulation","figure","temple_and_johnston_fig3","source","published",NA,"lab"
"721",86,"SP80","2_0041","marine","max-acceleration-escape-response","Locomotion","negative","individual",20,4,59.34,"s^-2","acute-change","mean","maximum-length-specific-acceleration","2_0041-A",NA,NA,"total-length","157.2",NA,"mm","2.7","SE",NA,NA,NA,"59.2","g","3.400",NA,NA,"SE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"wet",NA,NA,NA,NA,"5","5","1",NA,NA,NA,NA,NA,NA,"42",NA,NA,NA,NA,NA,NA,NA,NA,"5","0.5","SD",NA,NA,"C","adult","adult",NA,"Acclimation","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72.32","44.5","SEM",55.7,-4.9,"decimal-degrees","estimated","Fife coast and Isle of Cumbrae, Scotland","intertidal","source","oceanic",55.7,"escape responses were filmed after tactile stimulation","figure","temple_and_johnston_fig3","source","published",NA,"lab"
"722",85,"SP80","2_0041","marine",NA,NA,NA,NA,0.8,4,54.7,"s^-2","acute-change","mean","maximum-length-specific-acceleration","2_0041-B",NA,NA,"total-length","157.2",NA,"mm","2.7","SE",NA,NA,NA,"59.2","g","3.400",NA,NA,"SE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"wet",NA,NA,NA,NA,"5","5","1",NA,NA,NA,NA,NA,NA,"42",NA,NA,NA,NA,NA,NA,NA,NA,"15","0.5","SD",NA,NA,"C","adult","adult",NA,"Acclimation","15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"60.26","47.28","SEM",55.7,-4.9,"decimal-degrees","estimated","Fife coast and Isle of Cumbrae, Scotland","intertidal","source","oceanic",55.7,"escape responses were filmed after tactile stimulation","figure","temple_and_johnston_fig3","source","published",NA,"lab"
"723",85,"SP80","2_0041","marine",NA,NA,NA,NA,5,4,76.95,"s^-2","acute-change","mean","maximum-length-specific-acceleration","2_0041-B",NA,NA,"total-length","157.2",NA,"mm","2.7","SE",NA,NA,NA,"59.2","g","3.400",NA,NA,"SE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"wet",NA,NA,NA,NA,"10","10","1",NA,NA,NA,NA,NA,NA,"42",NA,NA,NA,NA,NA,NA,NA,NA,"15","0.5","SD",NA,NA,"C","adult","adult",NA,"Acclimation","15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"82.52","69.54","SEM",55.7,-4.9,"decimal-degrees","estimated","Fife coast and Isle of Cumbrae, Scotland","intertidal","source","oceanic",55.7,"escape responses were filmed after tactile stimulation","figure","temple_and_johnston_fig3","source","published",NA,"lab"
"724",85,"SP80","2_0041","marine",NA,NA,NA,NA,15,4,97.35,"s^-2","acute-change","mean","maximum-length-specific-acceleration","2_0041-B",NA,NA,"total-length","157.2",NA,"mm","2.7","SE",NA,NA,NA,"59.2","g","3.400",NA,NA,"SE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"wet",NA,NA,NA,NA,"11","11","1",NA,NA,NA,NA,NA,NA,"42",NA,NA,NA,NA,NA,NA,NA,NA,"15","0.5","SD",NA,NA,"C","adult","adult",NA,"Acclimation","15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102.91","90.86","SEM",55.7,-4.9,"decimal-degrees","estimated","Fife coast and Isle of Cumbrae, Scotland","intertidal","source","oceanic",55.7,"escape responses were filmed after tactile stimulation","figure","temple_and_johnston_fig3","source","published",NA,"lab"
"725",85,"SP80","2_0041","marine",NA,NA,NA,NA,20,4,89.93,"s^-2","acute-change","mean","maximum-length-specific-acceleration","2_0041-B",NA,NA,"total-length","157.2",NA,"mm","2.7","SE",NA,NA,NA,"59.2","g","3.400",NA,NA,"SE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"wet",NA,NA,NA,NA,"9","9","1",NA,NA,NA,NA,NA,NA,"42",NA,NA,NA,NA,NA,NA,NA,NA,"15","0.5","SD",NA,NA,"C","adult","adult",NA,"Acclimation","15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"105.7","77.88","SEM",55.7,-4.9,"decimal-degrees","estimated","Fife coast and Isle of Cumbrae, Scotland","intertidal","source","oceanic",55.7,"escape responses were filmed after tactile stimulation","figure","temple_and_johnston_fig3","source","published",NA,"lab"
"726",93,"SP81","2_0041","marine","max-acceleration-escape-response","Locomotion","negative","individual",0.8,4,94.81,"s^-2","acute-change","mean","maximum-length-specific-acceleration","2_0041-A",NA,NA,"total-length","116",NA,"mm","1.2","SE",NA,NA,NA,"27","g","1.500",NA,NA,"SE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"wet",NA,NA,NA,NA,"7","7","1",NA,NA,NA,NA,NA,NA,"42",NA,NA,NA,NA,NA,NA,NA,NA,"5","0.5","SD",NA,NA,"C","adult","adult",NA,"Acclimation","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"99.79","88.2","SEM",56.346025,-2.80131,"decimal-degrees","estimated","St Andrews, Scotland","intertidal","source","oceanic",56.346025,"escape responses were filmed after tactile stimulation","figure","temple_and_johnston_fig3","source","published",NA,"lab"
"727",93,"SP81","2_0041","marine","max-acceleration-escape-response","Locomotion","negative","individual",5,4,136.55,"s^-2","acute-change","mean","maximum-length-specific-acceleration","2_0041-A",NA,NA,"total-length","116",NA,"mm","1.2","SE",NA,NA,NA,"27","g","1.500",NA,NA,"SE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"wet",NA,NA,NA,NA,"12","12","1",NA,NA,NA,NA,NA,NA,"42",NA,NA,NA,NA,NA,NA,NA,NA,"5","0.5","SD",NA,NA,"C","adult","adult",NA,"Acclimation","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"143.17","129.93","SEM",56.346025,-2.80131,"decimal-degrees","estimated","St Andrews, Scotland","intertidal","source","oceanic",56.346025,"escape responses were filmed after tactile stimulation","figure","temple_and_johnston_fig3","source","published",NA,"lab"
"728",93,"SP81","2_0041","marine","max-acceleration-escape-response","Locomotion","negative","individual",15,4,180.42,"s^-2","acute-change","mean","maximum-length-specific-acceleration","2_0041-A",NA,NA,"total-length","116",NA,"mm","1.2","SE",NA,NA,NA,"27","g","1.500",NA,NA,"SE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"wet",NA,NA,NA,NA,"8","8","1",NA,NA,NA,NA,NA,NA,"42",NA,NA,NA,NA,NA,NA,NA,NA,"5","0.5","SD",NA,NA,"C","adult","adult",NA,"Acclimation","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"192.01","168.83","SEM",56.346025,-2.80131,"decimal-degrees","estimated","St Andrews, Scotland","intertidal","source","oceanic",56.346025,"escape responses were filmed after tactile stimulation","figure","temple_and_johnston_fig3","source","published",NA,"lab"
"729",93,"SP81","2_0041","marine","max-acceleration-escape-response","Locomotion","negative","individual",20,4,177.52,"s^-2","acute-change","mean","maximum-length-specific-acceleration","2_0041-A",NA,NA,"total-length","116",NA,"mm","1.2","SE",NA,NA,NA,"27","g","1.500",NA,NA,"SE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"wet",NA,NA,NA,NA,"7","7","1",NA,NA,NA,NA,NA,NA,"42",NA,NA,NA,NA,NA,NA,NA,NA,"5","0.5","SD",NA,NA,"C","adult","adult",NA,"Acclimation","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"187.46","165.94","SEM",56.346025,-2.80131,"decimal-degrees","estimated","St Andrews, Scotland","intertidal","source","oceanic",56.346025,"escape responses were filmed after tactile stimulation","figure","temple_and_johnston_fig3","source","published",NA,"lab"
"730",92,"SP81","2_0041","marine",NA,NA,NA,NA,0.8,4,43.49,"s^-2","acute-change","mean","maximum-length-specific-acceleration","2_0041-B",NA,NA,"total-length","116",NA,"mm","1.2","SE",NA,NA,NA,"27","g","1.500",NA,NA,"SE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"wet",NA,NA,NA,NA,"8","8","1",NA,NA,NA,NA,NA,NA,"42",NA,NA,NA,NA,NA,NA,NA,NA,"15","0.5","SD",NA,NA,"C","adult","adult",NA,"Acclimation","15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"51.77","36.87","SEM",56.346025,-2.80131,"decimal-degrees","estimated","St Andrews, Scotland","intertidal","source","oceanic",56.346025,"escape responses were filmed after tactile stimulation","figure","temple_and_johnston_fig3","source","published",NA,"lab"
"731",92,"SP81","2_0041","marine",NA,NA,NA,NA,5,4,111.72,"s^-2","acute-change","mean","maximum-length-specific-acceleration","2_0041-B",NA,NA,"total-length","116",NA,"mm","1.2","SE",NA,NA,NA,"27","g","1.500",NA,NA,"SE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"wet",NA,NA,NA,NA,"13","13","1",NA,NA,NA,NA,NA,NA,"42",NA,NA,NA,NA,NA,NA,NA,NA,"15","0.5","SD",NA,NA,"C","adult","adult",NA,"Acclimation","15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"120","101.78","SEM",56.346025,-2.80131,"decimal-degrees","estimated","St Andrews, Scotland","intertidal","source","oceanic",56.346025,"escape responses were filmed after tactile stimulation","figure","temple_and_johnston_fig3","source","published",NA,"lab"
"732",92,"SP81","2_0041","marine",NA,NA,NA,NA,15,4,180.42,"s^-2","acute-change","mean","maximum-length-specific-acceleration","2_0041-B",NA,NA,"total-length","116",NA,"mm","1.2","SE",NA,NA,NA,"27","g","1.500",NA,NA,"SE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"wet",NA,NA,NA,NA,"9","9","1",NA,NA,NA,NA,NA,NA,"42",NA,NA,NA,NA,NA,NA,NA,NA,"15","0.5","SD",NA,NA,"C","adult","adult",NA,"Acclimation","15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"196.98","165.52","SEM",56.346025,-2.80131,"decimal-degrees","estimated","St Andrews, Scotland","intertidal","source","oceanic",56.346025,"escape responses were filmed after tactile stimulation","figure","temple_and_johnston_fig3","source","published",NA,"lab"
"733",92,"SP81","2_0041","marine",NA,NA,NA,NA,20,4,195.74,"s^-2","acute-change","mean","maximum-length-specific-acceleration","2_0041-B",NA,NA,"total-length","116",NA,"mm","1.2","SE",NA,NA,NA,"27","g","1.500",NA,NA,"SE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"wet",NA,NA,NA,NA,"2","2","1",NA,NA,NA,NA,NA,NA,"42",NA,NA,NA,NA,NA,NA,NA,NA,"15","0.5","SD",NA,NA,"C","adult","adult",NA,"Acclimation","15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"212.29","170.9","SEM",56.346025,-2.80131,"decimal-degrees","estimated","St Andrews, Scotland","intertidal","source","oceanic",56.346025,"escape responses were filmed after tactile stimulation","figure","temple_and_johnston_fig3","source","published",NA,"lab"
"734",84,"SP80","2_0041","marine","max-angular-velocity-escape-response","Locomotion","negative","individual",0.8,4,15.86,"rad s^-1","acute-change","mean","maximum-angular-velocity","2_0041-A",NA,NA,"total-length","157.2",NA,"mm","2.7","SE",NA,NA,NA,"59.2","g","3.400",NA,NA,"SE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"wet",NA,NA,NA,NA,"7","7","1",NA,NA,NA,NA,NA,NA,"42",NA,NA,NA,NA,NA,NA,NA,NA,"5","0.5","SD",NA,NA,"C","adult","adult",NA,"Acclimation","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"17.7","13.62","SEM",55.7,-4.9,"decimal-degrees","estimated","Fife coast and Isle of Cumbrae, Scotland","intertidal","source","oceanic",55.7,"escape responses were filmed after tactile stimulation","figure","temple_and_johnston_fig4","source","published",NA,"lab"
"735",84,"SP80","2_0041","marine","max-angular-velocity-escape-response","Locomotion","negative","individual",5,4,18.27,"rad s^-1","acute-change","mean","maximum-angular-velocity","2_0041-A",NA,NA,"total-length","157.2",NA,"mm","2.7","SE",NA,NA,NA,"59.2","g","3.400",NA,NA,"SE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"wet",NA,NA,NA,NA,"12","12","1",NA,NA,NA,NA,NA,NA,"42",NA,NA,NA,NA,NA,NA,NA,NA,"5","0.5","SD",NA,NA,"C","adult","adult",NA,"Acclimation","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20.31","16.43","SEM",55.7,-4.9,"decimal-degrees","estimated","Fife coast and Isle of Cumbrae, Scotland","intertidal","source","oceanic",55.7,"escape responses were filmed after tactile stimulation","figure","temple_and_johnston_fig4","source","published",NA,"lab"
"736",84,"SP80","2_0041","marine","max-angular-velocity-escape-response","Locomotion","negative","individual",15,4,17.35,"rad s^-1","acute-change","mean","maximum-angular-velocity","2_0041-A",NA,NA,"total-length","157.2",NA,"mm","2.7","SE",NA,NA,NA,"59.2","g","3.400",NA,NA,"SE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"wet",NA,NA,NA,NA,"8","8","1",NA,NA,NA,NA,NA,NA,"42",NA,NA,NA,NA,NA,NA,NA,NA,"5","0.5","SD",NA,NA,"C","adult","adult",NA,"Acclimation","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19.39","15.31","SEM",55.7,-4.9,"decimal-degrees","estimated","Fife coast and Isle of Cumbrae, Scotland","intertidal","source","oceanic",55.7,"escape responses were filmed after tactile stimulation","figure","temple_and_johnston_fig4","source","published",NA,"lab"
"737",84,"SP80","2_0041","marine","max-angular-velocity-escape-response","Locomotion","negative","individual",20,4,21.38,"rad s^-1","acute-change","mean","maximum-angular-velocity","2_0041-A",NA,NA,"total-length","157.2",NA,"mm","2.7","SE",NA,NA,NA,"59.2","g","3.400",NA,NA,"SE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"wet",NA,NA,NA,NA,"5","5","1",NA,NA,NA,NA,NA,NA,"42",NA,NA,NA,NA,NA,NA,NA,NA,"5","0.5","SD",NA,NA,"C","adult","adult",NA,"Acclimation","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"24.44","18.12","SEM",55.7,-4.9,"decimal-degrees","estimated","Fife coast and Isle of Cumbrae, Scotland","intertidal","source","oceanic",55.7,"escape responses were filmed after tactile stimulation","figure","temple_and_johnston_fig4","source","published",NA,"lab"
"738",83,"SP80","2_0041","marine",NA,NA,NA,NA,0.8,4,14.64,"rad s^-1","acute-change","mean","maximum-angular-velocity","2_0041-B",NA,NA,"total-length","157.2",NA,"mm","2.7","SE",NA,NA,NA,"59.2","g","3.400",NA,NA,"SE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"wet",NA,NA,NA,NA,"8","8","1",NA,NA,NA,NA,NA,NA,"42",NA,NA,NA,NA,NA,NA,NA,NA,"15","0.5","SD",NA,NA,"C","adult","adult",NA,"Acclimation","15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15.86","13.82","SEM",55.7,-4.9,"decimal-degrees","estimated","Fife coast and Isle of Cumbrae, Scotland","intertidal","source","oceanic",55.7,"escape responses were filmed after tactile stimulation","figure","temple_and_johnston_fig4","source","published",NA,"lab"
"739",83,"SP80","2_0041","marine",NA,NA,NA,NA,5,4,17.25,"rad s^-1","acute-change","mean","maximum-angular-velocity","2_0041-B",NA,NA,"total-length","157.2",NA,"mm","2.7","SE",NA,NA,NA,"59.2","g","3.400",NA,NA,"SE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"wet",NA,NA,NA,NA,"13","13","1",NA,NA,NA,NA,NA,NA,"42",NA,NA,NA,NA,NA,NA,NA,NA,"15","0.5","SD",NA,NA,"C","adult","adult",NA,"Acclimation","15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19.09","15.62","SEM",55.7,-4.9,"decimal-degrees","estimated","Fife coast and Isle of Cumbrae, Scotland","intertidal","source","oceanic",55.7,"escape responses were filmed after tactile stimulation","figure","temple_and_johnston_fig4","source","published",NA,"lab"
"740",83,"SP80","2_0041","marine",NA,NA,NA,NA,15,4,16.33,"rad s^-1","acute-change","mean","maximum-angular-velocity","2_0041-B",NA,NA,"total-length","157.2",NA,"mm","2.7","SE",NA,NA,NA,"59.2","g","3.400",NA,NA,"SE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"wet",NA,NA,NA,NA,"7","7","1",NA,NA,NA,NA,NA,NA,"42",NA,NA,NA,NA,NA,NA,NA,NA,"15","0.5","SD",NA,NA,"C","adult","adult",NA,"Acclimation","15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"17.76","14.7","SEM",55.7,-4.9,"decimal-degrees","estimated","Fife coast and Isle of Cumbrae, Scotland","intertidal","source","oceanic",55.7,"escape responses were filmed after tactile stimulation","figure","temple_and_johnston_fig4","source","published",NA,"lab"
"741",83,"SP80","2_0041","marine",NA,NA,NA,NA,20,4,14.45,"rad s^-1","acute-change","mean","maximum-angular-velocity","2_0041-B",NA,NA,"total-length","157.2",NA,"mm","2.7","SE",NA,NA,NA,"59.2","g","3.400",NA,NA,"SE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"wet",NA,NA,NA,NA,"2","2","1",NA,NA,NA,NA,NA,NA,"42",NA,NA,NA,NA,NA,NA,NA,NA,"15","0.5","SD",NA,NA,"C","adult","adult",NA,"Acclimation","15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"17.3","11.59","SEM",55.7,-4.9,"decimal-degrees","estimated","Fife coast and Isle of Cumbrae, Scotland","intertidal","source","oceanic",55.7,"escape responses were filmed after tactile stimulation","figure","temple_and_johnston_fig4","source","published",NA,"lab"
"742",91,"SP81","2_0041","marine","max-angular-velocity-escape-response","Locomotion","negative","individual",0.8,4,17.3,"rad s^-1","acute-change","mean","maximum-angular-velocity","2_0041-A",NA,NA,"total-length","116",NA,"mm","1.2","SE",NA,NA,NA,"27","g","1.500",NA,NA,"SE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"wet",NA,NA,NA,NA,"7","7","1",NA,NA,NA,NA,NA,NA,"42",NA,NA,NA,NA,NA,NA,NA,NA,"5","0.5","SD",NA,NA,"C","adult","adult",NA,"Acclimation","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19.19","15.14","SEM",56.346025,-2.80131,"decimal-degrees","estimated","St Andrews, Scotland","intertidal","source","oceanic",56.346025,"escape responses were filmed after tactile stimulation","figure","temple_and_johnston_fig4","source","published",NA,"lab"
"743",91,"SP81","2_0041","marine","max-angular-velocity-escape-response","Locomotion","negative","individual",5,4,27.3,"rad s^-1","acute-change","mean","maximum-angular-velocity","2_0041-A",NA,NA,"total-length","116",NA,"mm","1.2","SE",NA,NA,NA,"27","g","1.500",NA,NA,"SE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"wet",NA,NA,NA,NA,"12","12","1",NA,NA,NA,NA,NA,NA,"42",NA,NA,NA,NA,NA,NA,NA,NA,"5","0.5","SD",NA,NA,"C","adult","adult",NA,"Acclimation","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"29.73","24.86","SEM",56.346025,-2.80131,"decimal-degrees","estimated","St Andrews, Scotland","intertidal","source","oceanic",56.346025,"escape responses were filmed after tactile stimulation","figure","temple_and_johnston_fig4","source","published",NA,"lab"
"744",91,"SP81","2_0041","marine","max-angular-velocity-escape-response","Locomotion","negative","individual",15,4,24.32,"rad s^-1","acute-change","mean","maximum-angular-velocity","2_0041-A",NA,NA,"total-length","116",NA,"mm","1.2","SE",NA,NA,NA,"27","g","1.500",NA,NA,"SE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"wet",NA,NA,NA,NA,"8","8","1",NA,NA,NA,NA,NA,NA,"42",NA,NA,NA,NA,NA,NA,NA,NA,"5","0.5","SD",NA,NA,"C","adult","adult",NA,"Acclimation","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"27.84","21.08","SEM",56.346025,-2.80131,"decimal-degrees","estimated","St Andrews, Scotland","intertidal","source","oceanic",56.346025,"escape responses were filmed after tactile stimulation","figure","temple_and_johnston_fig4","source","published",NA,"lab"
"745",91,"SP81","2_0041","marine","max-angular-velocity-escape-response","Locomotion","negative","individual",20,4,20.27,"rad s^-1","acute-change","mean","maximum-angular-velocity","2_0041-A",NA,NA,"total-length","116",NA,"mm","1.2","SE",NA,NA,NA,"27","g","1.500",NA,NA,"SE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"wet",NA,NA,NA,NA,"7","7","1",NA,NA,NA,NA,NA,NA,"42",NA,NA,NA,NA,NA,NA,NA,NA,"5","0.5","SD",NA,NA,"C","adult","adult",NA,"Acclimation","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"24.05","16.76","SEM",56.346025,-2.80131,"decimal-degrees","estimated","St Andrews, Scotland","intertidal","source","oceanic",56.346025,"escape responses were filmed after tactile stimulation","figure","temple_and_johnston_fig4","source","published",NA,"lab"
"746",89,"SP81","2_0041","marine",NA,NA,NA,NA,0.8,4,4.05,"rad s^-1","acute-change","mean","maximum-angular-velocity","2_0041-B",NA,NA,"total-length","116",NA,"mm","1.2","SE",NA,NA,NA,"27","g","1.500",NA,NA,"SE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"wet",NA,NA,NA,NA,"8","8","1",NA,NA,NA,NA,NA,NA,"42",NA,NA,NA,NA,NA,NA,NA,NA,"15","0.5","SD",NA,NA,"C","adult","adult",NA,"Acclimation","15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4.86","2.97","SEM",56.346025,-2.80131,"decimal-degrees","estimated","St Andrews, Scotland","intertidal","source","oceanic",56.346025,"escape responses were filmed after tactile stimulation","figure","temple_and_johnston_fig4","source","published",NA,"lab"
"747",89,"SP81","2_0041","marine",NA,NA,NA,NA,5,4,22.7,"rad s^-1","acute-change","mean","maximum-angular-velocity","2_0041-B",NA,NA,"total-length","116",NA,"mm","1.2","SE",NA,NA,NA,"27","g","1.500",NA,NA,"SE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"wet",NA,NA,NA,NA,"13","13","1",NA,NA,NA,NA,NA,NA,"42",NA,NA,NA,NA,NA,NA,NA,NA,"15","0.5","SD",NA,NA,"C","adult","adult",NA,"Acclimation","15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"24.59","21.08","SEM",56.346025,-2.80131,"decimal-degrees","estimated","St Andrews, Scotland","intertidal","source","oceanic",56.346025,"escape responses were filmed after tactile stimulation","figure","temple_and_johnston_fig4","source","published",NA,"lab"
"748",89,"SP81","2_0041","marine",NA,NA,NA,NA,15,4,18.65,"rad s^-1","acute-change","mean","maximum-angular-velocity","2_0041-B",NA,NA,"total-length","116",NA,"mm","1.2","SE",NA,NA,NA,"27","g","1.500",NA,NA,"SE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"wet",NA,NA,NA,NA,"9","9","1",NA,NA,NA,NA,NA,NA,"42",NA,NA,NA,NA,NA,NA,NA,NA,"15","0.5","SD",NA,NA,"C","adult","adult",NA,"Acclimation","15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21.08","16.22","SEM",56.346025,-2.80131,"decimal-degrees","estimated","St Andrews, Scotland","intertidal","source","oceanic",56.346025,"escape responses were filmed after tactile stimulation","figure","temple_and_johnston_fig4","source","published",NA,"lab"
"749",89,"SP81","2_0041","marine",NA,NA,NA,NA,20,4,18.11,"rad s^-1","acute-change","mean","maximum-angular-velocity","2_0041-B",NA,NA,"total-length","116",NA,"mm","1.2","SE",NA,NA,NA,"27","g","1.500",NA,NA,"SE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"wet",NA,NA,NA,NA,"2","2","1",NA,NA,NA,NA,NA,NA,"42",NA,NA,NA,NA,NA,NA,NA,NA,"15","0.5","SD",NA,NA,"C","adult","adult",NA,"Acclimation","15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21.89","14.59","SEM",56.346025,-2.80131,"decimal-degrees","estimated","St Andrews, Scotland","intertidal","source","oceanic",56.346025,"escape responses were filmed after tactile stimulation","figure","temple_and_johnston_fig4","source","published",NA,"lab"
"750",102,"SP85","2_0044","brackish",NA,NA,NA,NA,30,4,146.75,"cm/s","acute-change","mean","critical-swimming-speed","2_0044-A",NA,NA,"total-length","15.1",NA,"cm",NA,NA,"13.1","18.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7","7","1",NA,NA,NA,NA,NA,NA,"7",NA,NA,NA,NA,NA,NA,NA,NA,"30.2",NA,NA,NA,NA,"C","adult","adult",NA,NA,"small",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"129.62","146.75",NA,24.829445,-76.328334,"decimal-degrees","reported","Page Creek, South Eleuthera, Bahamas","mangrove creek","source","terrestrial",24.829445,NA,"figure","schneider_et_al_fig4","source","published",NA,"lab"
