initial,study_ID,species_ID,origin,note,data_source,fig_file_name,extraction_method,data_type,animal_maintenance_notes,field_or_lab,n_temps,cohort_ID,individual_ID,metric_body_length,mean_body_length,individual_body_length,body_length_units,mean_body_length_error,mean_body_length_error_units,min_body_length,max_body_length,individual_body_mass,mean_body_mass,body_mass_units,mean_body_mass_error,mean_body_mass_upper_error,mean_body_mass_lower_error,mean_body_mass_error_units,body_mass_min,body_mass_max,initial_mean_body_length,initial_mean_body_length_unit,initial_mean_body_length_error,initial_mean_body_length_error_unit,initial_mean_body_mass,initial_mean_body_mass_unit,initial_mean_body_mass_error,initial_mean_body_mass_error_unit,body_mass_type,sex,mean_age,mean_age_unit,mean_age_error,mean_age_error_unit,number_of_fish_per_tank,number_of_observations_on_which_the_reported_mean_and_error_is_calculated,number_of_independent_replicates_of_treatment_temperature (this will be 1 if pseudoreplicated or every tank was entered on a separate line),notes_about_sample_size_and_replication,percent_survival,percent_survival_error,percent_survival_error_unit,initial_sample_size,final_sample_size,acclim_time_total_days,acclim_time_min_days,acclim_time_max_days,acclim_time_median,post_acclim_exposure_duration,post_acclim_exposure_duration_unit,duration_of_study_days,acclim_time_error,acclim_time_error_unit,acclim_temp,acclim_temp_error,acclim_temp_error_unit,test_temp,test_temp_error,test_temp_error_unit,temp_units,curve_type,life_stage_manip,life_stage_tested,response_desc,response_type,experiment_design_notes,treatment_1_type,treatment_1_group,treatment_1_group_units,treatment_1_group_error,treatment_1_group_error_units,treatment_2_type,treatment_2_group,treatment_2_group_units,treatment_2_group_error,treatment_2_group_error_units,response_ind,response_mode,response_median,response_mean,response_unit,equation_used,response_error,response_upper_error,response_lower_error,response_error_unit,min_response,max_response,latitude,longitude,lat_long_units,lat_long_method,collection_site,habitat,habitat_source
LG,1_0019,SP19,wild,"individual fish used for only one performance measure (mating or swimming) at one temperature. no mating attempts occurred at 14°C in this set of trials, so there was no maximum approach speed at this temp. Also, acclimation temperature is not reported (therefore, n/a), but fish were maintained in a room set at 26 +/- 0.5°C",figure,Wilson_2005_fig6,webplotdigitizer,published,"Fish were maintained in mixed-sexed groups (maximum 20 fish) in 40-litre aquaria in a constant temperature room set at 26 +/- 0.5°C. Fish were fed daily on either newly hatched brine shrimp or a commercially supplied flaked food. Experiments began after the fish had been in the laboratory for at least a month. Fish did not show any adverse reactions to changes in temperature, and all test temperatures (7) used in this study were within the natural range experienced by this species. After the experiments, fish were returned to their mixed-sex groups in the maintenance tanks",lab,7,1_0019-M,n/a,total-length,n/a,n/a,mm,n/a,n/a,23.8,32.1,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,male,n/a,n/a,n/a,n/a,n/a,10,n/a,"""I observed a total of 10 fish at each temperature (N = 70)""",n/a,n/a,n/a,n/a,n/a,n/a,30,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,34,n/a,n/a,C,acute-change,n/a,n/a,reproduction,maximum-approach-to-female-speed,"Mating and swimming trials were conducted at 14, 18, 22, 26, 30, 34, and 38°C, with individual fish used for only one performance measure (mating or swimming) at one temperature. Experimental fish were exposed to an acute change in temperature at a rate that did not exceed 4°C/h. Swimming/mating performance was assessed at least 10 min (no more than 1h) after the test temperature was reached to ensure that the animals had equilibrated with the aquarium temperature. Mating behaviour of each male was assessed during a 10-min observation period. During this time, the male was in an aquarium containing six mature females. Separate groups of sex female G holbrooki with total body lengths of 3.7 -- 4.5 cm were selected for each male observation period. Groups of six were chosen to ensure that females were not stressed and no single female was continuously harassed. Only nonvirgin females that had not given birth during the previous 5 days were used, since postpartum females may affect male behaviour. Before observations, females were allowed to settle in the observation tank for 30 minutes prior to the introduction of the male fish. Males were randomly selected from host tanks. The observation period was started when the male first began to follow one of the females. During the observation period, several mating behaviours were recorded and entered into the Behavioural software program ETHOM 1.0. Recorded variables were: total time each male spent following all females combined, and the total number of unsuccessful mating attempts and successful copulations. Total # of mating attempts included both unsuccessful mating attempts and successful copulations. Burst swimming performance was assessed by filming at least five startle responses for each individual with a high-speed digital camera. Swimming responses were elicited by tapping the side of the tank. Swimming sequences were filmed by recording the image at an angle of 90° below the glass-bottomed aquarium. The Redlake software packaged was used for analysis of the startle responses. Sequences were replayed frame by frame and the centre region of the head was digitized. The distance moved by individual fish between each successive frame for each startle response sequence was determined, followed by  instantaneous measures of velocity. The fastest of the swimming sequences analysed for each individual was used as a measure of its maximum burst swimming performance. Effects of temperature on the speeds of males during copulation attempts were also examined: individual males were placed into the same filming arena with two adult females, and their mating behaviour was recorded. Distance moved by each male between each frame during mating attempts was determined. Velocity measurements were based on the digitization of the centre point of the head for each male. Maximal approach speed was calculated bu taking the maximum instantaneous speed recorded during each sequence. For these swimming trials, 10 fish were observed at each temperature (n = 70).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,21.33,cm/s,n/a,n/a,23.89,18.67,SE,n/a,n/a,-27.6,153.5,decimal-degrees,estimated,18-Mile-Swamp-North-Stradbroke-Island-Australia,marine,source
LG,1_0019,SP19,wild,"individual fish used for only one performance measure (mating or swimming) at one temperature. no mating attempts occurred at 14°C in this set of trials, so there was no maximum approach speed at this temp. Also, acclimation temperature is not reported (therefore, n/a), but fish were maintained in a room set at 26 +/- 0.5°C",figure,Wilson_2005_fig6,webplotdigitizer,published,"Fish were maintained in mixed-sexed groups (maximum 20 fish) in 40-litre aquaria in a constant temperature room set at 26 +/- 0.5°C. Fish were fed daily on either newly hatched brine shrimp or a commercially supplied flaked food. Experiments began after the fish had been in the laboratory for at least a month. Fish did not show any adverse reactions to changes in temperature, and all test temperatures (7) used in this study were within the natural range experienced by this species. After the experiments, fish were returned to their mixed-sex groups in the maintenance tanks",lab,7,1_0019-N,n/a,total-length,n/a,n/a,mm,n/a,n/a,23.8,32.1,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,male,n/a,n/a,n/a,n/a,n/a,10,n/a,"""I observed a total of 10 fish at each temperature (N = 70)""",n/a,n/a,n/a,n/a,n/a,n/a,30,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,38,n/a,n/a,C,acute-change,n/a,n/a,reproduction,maximum-approach-to-female-speed,"Mating and swimming trials were conducted at 14, 18, 22, 26, 30, 34, and 38°C, with individual fish used for only one performance measure (mating or swimming) at one temperature. Experimental fish were exposed to an acute change in temperature at a rate that did not exceed 4°C/h. Swimming/mating performance was assessed at least 10 min (no more than 1h) after the test temperature was reached to ensure that the animals had equilibrated with the aquarium temperature. Mating behaviour of each male was assessed during a 10-min observation period. During this time, the male was in an aquarium containing six mature females. Separate groups of sex female G holbrooki with total body lengths of 3.7 -- 4.5 cm were selected for each male observation period. Groups of six were chosen to ensure that females were not stressed and no single female was continuously harassed. Only nonvirgin females that had not given birth during the previous 5 days were used, since postpartum females may affect male behaviour. Before observations, females were allowed to settle in the observation tank for 30 minutes prior to the introduction of the male fish. Males were randomly selected from host tanks. The observation period was started when the male first began to follow one of the females. During the observation period, several mating behaviours were recorded and entered into the Behavioural software program ETHOM 1.0. Recorded variables were: total time each male spent following all females combined, and the total number of unsuccessful mating attempts and successful copulations. Total # of mating attempts included both unsuccessful mating attempts and successful copulations. Burst swimming performance was assessed by filming at least five startle responses for each individual with a high-speed digital camera. Swimming responses were elicited by tapping the side of the tank. Swimming sequences were filmed by recording the image at an angle of 90° below the glass-bottomed aquarium. The Redlake software packaged was used for analysis of the startle responses. Sequences were replayed frame by frame and the centre region of the head was digitized. The distance moved by individual fish between each successive frame for each startle response sequence was determined, followed by  instantaneous measures of velocity. The fastest of the swimming sequences analysed for each individual was used as a measure of its maximum burst swimming performance. Effects of temperature on the speeds of males during copulation attempts were also examined: individual males were placed into the same filming arena with two adult females, and their mating behaviour was recorded. Distance moved by each male between each frame during mating attempts was determined. Velocity measurements were based on the digitization of the centre point of the head for each male. Maximal approach speed was calculated bu taking the maximum instantaneous speed recorded during each sequence. For these swimming trials, 10 fish were observed at each temperature (n = 70).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,19.25,cm/s,n/a,n/a,22.04,16.48,SE,n/a,n/a,-27.6,153.5,decimal-degrees,estimated,18-Mile-Swamp-North-Stradbroke-Island-Australia,marine,source
LG,1_0020,SP20,wild,"*fish ""were collected and maintained as described by van der Lingen (1994)"". I consulted this paper to get the info. Citation: Van Der Lingen, C. (1994). Effect of particle size and concentration on the feeding behaviour of adult pilchard Sardinops sagax. Marine Ecology Progress Series, 109, 1–13. https://doi.org/10.3354/meps109001. ALSO, the authors reported results from 19 experiments, and the data presented in the graph (swimming speed vs temp) are inextricable -- impossible to say which point represents which experiment and what the conditions were. While they list 'initial temperatures' used, the temperatures I extracted from the graph do not match those values. I used mine, rounded to the nearest hundredth. n_temps was estimated by counting unique rounded whole# temp values from extraction (which were 9, 10, 11, 12, 13, 15, 16, 17, 18, 19, 20, 22 = 12 temps). Also, acclimation time was unclear -- when experiments were done at temperatures other than ambient, the fish were habituated for at least 4 days to the test temp. Because of this short amount of time, I put curve type as acute-change. Also, sample sizes were unclear, as well as whether the same fish were used for each experiment (the authors say there were 10 fish, but some weren't considered for swimming speeds, and under figure 2, they wrote n = 117). So, for sample size and cohort_ID --> n/a. There was data on the size of the 10 fish, so size data refers to n = 10.
",figure,vanderLingen_1995_fig2,webplotdigitizer,published,n/a,lab,12,1_0020_A,1_0020-1,total-length,256.0,n/a,mm,9.8,n/a,n/a,n/a,,146.4,g,15.3,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,wet,n/a,n/a,n/a,n/a,n/a,n/a,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,4,n/a,n/a,n/a,n/a,n/a,n/a,n/a,9.8,n/a,n/a,9.8,n/a,n/a,C,batch-acclim,adult,adult,swim,swimming-speed,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.81,n/a,n/a,NA,BL/s,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-33.9,18.4,decimal-degrees,estimated,Capetown-Harbour-South-Africa,harbour,source
LG,1_0020,SP20,wild,"*fish ""were collected and maintained as described by van der Lingen (1994)"". I consulted this paper to get the info. Citation: Van Der Lingen, C. (1994). Effect of particle size and concentration on the feeding behaviour of adult pilchard Sardinops sagax. Marine Ecology Progress Series, 109, 1–13. https://doi.org/10.3354/meps109001. ALSO, the authors reported results from 19 experiments, and the data presented in the graph (swimming speed vs temp) are inextricable -- impossible to say which point represents which experiment and what the conditions were. While they list 'initial temperatures' used, the temperatures I extracted from the graph do not match those values. I used mine, rounded to the nearest hundredth. n_temps was estimated by counting unique rounded whole# temp values from extraction (which were 9, 10, 11, 12, 13, 15, 16, 17, 18, 19, 20, 22 = 12 temps). Also, acclimation time was unclear -- when experiments were done at temperatures other than ambient, the fish were habituated for at least 4 days to the test temp. Because of this short amount of time, I put curve type as acute-change. Also, sample sizes were unclear, as well as whether the same fish were used for each experiment (the authors say there were 10 fish, but some weren't considered for swimming speeds, and under figure 2, they wrote n = 117). So, for sample size and cohort_ID --> n/a. There was data on the size of the 10 fish, so size data refers to n = 10.",figure,vanderLingen_1995_fig2,webplotdigitizer,published,n/a,lab,12,1_0020_A,1_0020-2,total-length,256.0,n/a,mm,9.8,n/a,n/a,n/a,,146.4,g,15.3,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,wet,n/a,n/a,n/a,n/a,n/a,n/a,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,4,n/a,n/a,n/a,n/a,n/a,n/a,n/a,10.1,n/a,n/a,10.1,n/a,n/a,C,batch-acclim,adult,adult,swim,swimming-speed,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.79,n/a,n/a,NA,BL/s,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-33.9,18.4,decimal-degrees,estimated,Capetown-Harbour-South-Africa,harbour,source
LG,1_0020,SP20,wild,"*fish ""were collected and maintained as described by van der Lingen (1994)"". I consulted this paper to get the info. Citation: Van Der Lingen, C. (1994). Effect of particle size and concentration on the feeding behaviour of adult pilchard Sardinops sagax. Marine Ecology Progress Series, 109, 1–13. https://doi.org/10.3354/meps109001. ALSO, the authors reported results from 19 experiments, and the data presented in the graph (swimming speed vs temp) are inextricable -- impossible to say which point represents which experiment and what the conditions were. While they list 'initial temperatures' used, the temperatures I extracted from the graph do not match those values. I used mine, rounded to the nearest hundredth. n_temps was estimated by counting unique rounded whole# temp values from extraction (which were 9, 10, 11, 12, 13, 15, 16, 17, 18, 19, 20, 22 = 12 temps). Also, acclimation time was unclear -- when experiments were done at temperatures other than ambient, the fish were habituated for at least 4 days to the test temp. Because of this short amount of time, I put curve type as acute-change. Also, sample sizes were unclear, as well as whether the same fish were used for each experiment (the authors say there were 10 fish, but some weren't considered for swimming speeds, and under figure 2, they wrote n = 117). So, for sample size and cohort_ID --> n/a. There was data on the size of the 10 fish, so size data refers to n = 10.",figure,vanderLingen_1995_fig2,webplotdigitizer,published,n/a,lab,12,1_0020_A,1_0020-3,total-length,256.0,n/a,mm,9.8,n/a,n/a,n/a,,146.4,g,15.3,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,wet,n/a,n/a,n/a,n/a,n/a,n/a,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,4,n/a,n/a,n/a,n/a,n/a,n/a,n/a,10.2,n/a,n/a,10.2,n/a,n/a,C,batch-acclim,adult,adult,swim,swimming-speed,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.79,n/a,n/a,NA,BL/s,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-33.9,18.4,decimal-degrees,estimated,Capetown-Harbour-South-Africa,harbour,source
LG,1_0020,SP20,wild,"*fish ""were collected and maintained as described by van der Lingen (1994)"". I consulted this paper to get the info. Citation: Van Der Lingen, C. (1994). Effect of particle size and concentration on the feeding behaviour of adult pilchard Sardinops sagax. Marine Ecology Progress Series, 109, 1–13. https://doi.org/10.3354/meps109001. ALSO, the authors reported results from 19 experiments, and the data presented in the graph (swimming speed vs temp) are inextricable -- impossible to say which point represents which experiment and what the conditions were. While they list 'initial temperatures' used, the temperatures I extracted from the graph do not match those values. I used mine, rounded to the nearest hundredth. n_temps was estimated by counting unique rounded whole# temp values from extraction (which were 9, 10, 11, 12, 13, 15, 16, 17, 18, 19, 20, 22 = 12 temps). Also, acclimation time was unclear -- when experiments were done at temperatures other than ambient, the fish were habituated for at least 4 days to the test temp. Because of this short amount of time, I put curve type as acute-change. Also, sample sizes were unclear, as well as whether the same fish were used for each experiment (the authors say there were 10 fish, but some weren't considered for swimming speeds, and under figure 2, they wrote n = 117). So, for sample size and cohort_ID --> n/a. There was data on the size of the 10 fish, so size data refers to n = 10.",figure,vanderLingen_1995_fig2,webplotdigitizer,published,n/a,lab,12,1_0020_A,1_0020-4,total-length,256.0,n/a,mm,9.8,n/a,n/a,n/a,,146.4,g,15.3,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,wet,n/a,n/a,n/a,n/a,n/a,n/a,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,4,n/a,n/a,n/a,n/a,n/a,n/a,n/a,10.3,n/a,n/a,10.3,n/a,n/a,C,batch-acclim,adult,adult,swim,swimming-speed,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.79,n/a,n/a,NA,BL/s,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-33.9,18.4,decimal-degrees,estimated,Capetown-Harbour-South-Africa,harbour,source
LG,1_0020,SP20,wild,"*fish ""were collected and maintained as described by van der Lingen (1994)"". I consulted this paper to get the info. Citation: Van Der Lingen, C. (1994). Effect of particle size and concentration on the feeding behaviour of adult pilchard Sardinops sagax. Marine Ecology Progress Series, 109, 1–13. https://doi.org/10.3354/meps109001. ALSO, the authors reported results from 19 experiments, and the data presented in the graph (swimming speed vs temp) are inextricable -- impossible to say which point represents which experiment and what the conditions were. While they list 'initial temperatures' used, the temperatures I extracted from the graph do not match those values. I used mine, rounded to the nearest hundredth. n_temps was estimated by counting unique rounded whole# temp values from extraction (which were 9, 10, 11, 12, 13, 15, 16, 17, 18, 19, 20, 22 = 12 temps). Also, acclimation time was unclear -- when experiments were done at temperatures other than ambient, the fish were habituated for at least 4 days to the test temp. Because of this short amount of time, I put curve type as acute-change. Also, sample sizes were unclear, as well as whether the same fish were used for each experiment (the authors say there were 10 fish, but some weren't considered for swimming speeds, and under figure 2, they wrote n = 117). So, for sample size and cohort_ID --> n/a. There was data on the size of the 10 fish, so size data refers to n = 10.",figure,vanderLingen_1995_fig2,webplotdigitizer,published,n/a,lab,12,1_0020_A,1_0020-5,total-length,256.0,n/a,mm,9.8,n/a,n/a,n/a,,146.4,g,15.3,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,wet,n/a,n/a,n/a,n/a,n/a,n/a,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,4,n/a,n/a,n/a,n/a,n/a,n/a,n/a,10.2,n/a,n/a,10.2,n/a,n/a,C,batch-acclim,adult,adult,swim,swimming-speed,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.8,n/a,n/a,NA,BL/s,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-33.9,18.4,decimal-degrees,estimated,Capetown-Harbour-South-Africa,harbour,source
LG,1_0020,SP20,wild,"*fish ""were collected and maintained as described by van der Lingen (1994)"". I consulted this paper to get the info. Citation: Van Der Lingen, C. (1994). Effect of particle size and concentration on the feeding behaviour of adult pilchard Sardinops sagax. Marine Ecology Progress Series, 109, 1–13. https://doi.org/10.3354/meps109001. ALSO, the authors reported results from 19 experiments, and the data presented in the graph (swimming speed vs temp) are inextricable -- impossible to say which point represents which experiment and what the conditions were. While they list 'initial temperatures' used, the temperatures I extracted from the graph do not match those values. I used mine, rounded to the nearest hundredth. n_temps was estimated by counting unique rounded whole# temp values from extraction (which were 9, 10, 11, 12, 13, 15, 16, 17, 18, 19, 20, 22 = 12 temps). Also, acclimation time was unclear -- when experiments were done at temperatures other than ambient, the fish were habituated for at least 4 days to the test temp. Because of this short amount of time, I put curve type as acute-change. Also, sample sizes were unclear, as well as whether the same fish were used for each experiment (the authors say there were 10 fish, but some weren't considered for swimming speeds, and under figure 2, they wrote n = 117). So, for sample size and cohort_ID --> n/a. There was data on the size of the 10 fish, so size data refers to n = 10.",figure,vanderLingen_1995_fig2,webplotdigitizer,published,n/a,lab,12,1_0020_A,1_0020-6,total-length,256.0,n/a,mm,9.8,n/a,n/a,n/a,,146.4,g,15.3,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,wet,n/a,n/a,n/a,n/a,n/a,n/a,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,4,n/a,n/a,n/a,n/a,n/a,n/a,n/a,10.3,n/a,n/a,10.3,n/a,n/a,C,batch-acclim,adult,adult,swim,swimming-speed,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.8,n/a,n/a,NA,BL/s,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-33.9,18.4,decimal-degrees,estimated,Capetown-Harbour-South-Africa,harbour,source
LG,1_0020,SP20,wild,"*fish ""were collected and maintained as described by van der Lingen (1994)"". I consulted this paper to get the info. Citation: Van Der Lingen, C. (1994). Effect of particle size and concentration on the feeding behaviour of adult pilchard Sardinops sagax. Marine Ecology Progress Series, 109, 1–13. https://doi.org/10.3354/meps109001. ALSO, the authors reported results from 19 experiments, and the data presented in the graph (swimming speed vs temp) are inextricable -- impossible to say which point represents which experiment and what the conditions were. While they list 'initial temperatures' used, the temperatures I extracted from the graph do not match those values. I used mine, rounded to the nearest hundredth. n_temps was estimated by counting unique rounded whole# temp values from extraction (which were 9, 10, 11, 12, 13, 15, 16, 17, 18, 19, 20, 22 = 12 temps). Also, acclimation time was unclear -- when experiments were done at temperatures other than ambient, the fish were habituated for at least 4 days to the test temp. Because of this short amount of time, I put curve type as acute-change. Also, sample sizes were unclear, as well as whether the same fish were used for each experiment (the authors say there were 10 fish, but some weren't considered for swimming speeds, and under figure 2, they wrote n = 117). So, for sample size and cohort_ID --> n/a. There was data on the size of the 10 fish, so size data refers to n = 10.",figure,vanderLingen_1995_fig2,webplotdigitizer,published,n/a,lab,12,1_0020_A,1_0020-7,total-length,256.0,n/a,mm,9.8,n/a,n/a,n/a,,146.4,g,15.3,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,wet,n/a,n/a,n/a,n/a,n/a,n/a,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,4,n/a,n/a,n/a,n/a,n/a,n/a,n/a,9.9,n/a,n/a,9.9,n/a,n/a,C,batch-acclim,adult,adult,swim,swimming-speed,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.77,n/a,n/a,NA,BL/s,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-33.9,18.4,decimal-degrees,estimated,Capetown-Harbour-South-Africa,harbour,source
LG,1_0020,SP20,wild,"*fish ""were collected and maintained as described by van der Lingen (1994)"". I consulted this paper to get the info. Citation: Van Der Lingen, C. (1994). Effect of particle size and concentration on the feeding behaviour of adult pilchard Sardinops sagax. Marine Ecology Progress Series, 109, 1–13. https://doi.org/10.3354/meps109001. ALSO, the authors reported results from 19 experiments, and the data presented in the graph (swimming speed vs temp) are inextricable -- impossible to say which point represents which experiment and what the conditions were. While they list 'initial temperatures' used, the temperatures I extracted from the graph do not match those values. I used mine, rounded to the nearest hundredth. n_temps was estimated by counting unique rounded whole# temp values from extraction (which were 9, 10, 11, 12, 13, 15, 16, 17, 18, 19, 20, 22 = 12 temps). Also, acclimation time was unclear -- when experiments were done at temperatures other than ambient, the fish were habituated for at least 4 days to the test temp. Because of this short amount of time, I put curve type as acute-change. Also, sample sizes were unclear, as well as whether the same fish were used for each experiment (the authors say there were 10 fish, but some weren't considered for swimming speeds, and under figure 2, they wrote n = 117). So, for sample size and cohort_ID --> n/a. There was data on the size of the 10 fish, so size data refers to n = 10.",figure,vanderLingen_1995_fig2,webplotdigitizer,published,n/a,lab,12,1_0020_A,1_0020-8,total-length,256.0,n/a,mm,9.8,n/a,n/a,n/a,,146.4,g,15.3,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,wet,n/a,n/a,n/a,n/a,n/a,n/a,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,4,n/a,n/a,n/a,n/a,n/a,n/a,n/a,9.9,n/a,n/a,9.9,n/a,n/a,C,batch-acclim,adult,adult,swim,swimming-speed,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.76,n/a,n/a,NA,BL/s,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-33.9,18.4,decimal-degrees,estimated,Capetown-Harbour-South-Africa,harbour,source
LG,1_0020,SP20,wild,"*fish ""were collected and maintained as described by van der Lingen (1994)"". I consulted this paper to get the info. Citation: Van Der Lingen, C. (1994). Effect of particle size and concentration on the feeding behaviour of adult pilchard Sardinops sagax. Marine Ecology Progress Series, 109, 1–13. https://doi.org/10.3354/meps109001. ALSO, the authors reported results from 19 experiments, and the data presented in the graph (swimming speed vs temp) are inextricable -- impossible to say which point represents which experiment and what the conditions were. While they list 'initial temperatures' used, the temperatures I extracted from the graph do not match those values. I used mine, rounded to the nearest hundredth. n_temps was estimated by counting unique rounded whole# temp values from extraction (which were 9, 10, 11, 12, 13, 15, 16, 17, 18, 19, 20, 22 = 12 temps). Also, acclimation time was unclear -- when experiments were done at temperatures other than ambient, the fish were habituated for at least 4 days to the test temp. Because of this short amount of time, I put curve type as acute-change. Also, sample sizes were unclear, as well as whether the same fish were used for each experiment (the authors say there were 10 fish, but some weren't considered for swimming speeds, and under figure 2, they wrote n = 117). So, for sample size and cohort_ID --> n/a. There was data on the size of the 10 fish, so size data refers to n = 10.",figure,vanderLingen_1995_fig2,webplotdigitizer,published,n/a,lab,12,1_0020_A,1_0020-9,total-length,256.0,n/a,mm,9.8,n/a,n/a,n/a,,146.4,g,15.3,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,wet,n/a,n/a,n/a,n/a,n/a,n/a,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,4,n/a,n/a,n/a,n/a,n/a,n/a,n/a,10.0,n/a,n/a,10.0,n/a,n/a,C,batch-acclim,adult,adult,swim,swimming-speed,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.76,n/a,n/a,NA,BL/s,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-33.9,18.4,decimal-degrees,estimated,Capetown-Harbour-South-Africa,harbour,source
LG,1_0020,SP20,wild,"*fish ""were collected and maintained as described by van der Lingen (1994)"". I consulted this paper to get the info. Citation: Van Der Lingen, C. (1994). Effect of particle size and concentration on the feeding behaviour of adult pilchard Sardinops sagax. Marine Ecology Progress Series, 109, 1–13. https://doi.org/10.3354/meps109001. ALSO, the authors reported results from 19 experiments, and the data presented in the graph (swimming speed vs temp) are inextricable -- impossible to say which point represents which experiment and what the conditions were. While they list 'initial temperatures' used, the temperatures I extracted from the graph do not match those values. I used mine, rounded to the nearest hundredth. n_temps was estimated by counting unique rounded whole# temp values from extraction (which were 9, 10, 11, 12, 13, 15, 16, 17, 18, 19, 20, 22 = 12 temps). Also, acclimation time was unclear -- when experiments were done at temperatures other than ambient, the fish were habituated for at least 4 days to the test temp. Because of this short amount of time, I put curve type as acute-change. Also, sample sizes were unclear, as well as whether the same fish were used for each experiment (the authors say there were 10 fish, but some weren't considered for swimming speeds, and under figure 2, they wrote n = 117). So, for sample size and cohort_ID --> n/a. There was data on the size of the 10 fish, so size data refers to n = 10.",figure,vanderLingen_1995_fig2,webplotdigitizer,published,n/a,lab,12,1_0020_A,1_0020-10,total-length,256.0,n/a,mm,9.8,n/a,n/a,n/a,,146.4,g,15.3,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,wet,n/a,n/a,n/a,n/a,n/a,n/a,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,4,n/a,n/a,n/a,n/a,n/a,n/a,n/a,10.1,n/a,n/a,10.1,n/a,n/a,C,batch-acclim,adult,adult,swim,swimming-speed,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.74,n/a,n/a,NA,BL/s,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-33.9,18.4,decimal-degrees,estimated,Capetown-Harbour-South-Africa,harbour,source
